BOOK	CH	VS	CLAUSE_ID	FINITE_GREEK	NODE_TYPE	PARENT_CLAUSE	RELATIONSHIP_TYPE	TREE_DEPTH	OWNERSHIP_CONFIDENCE	TREE_STATUS	SPAN_TEXT	NOTES
1corintios	9	6	C1	ἔχομεν	root-or-unresolved			0		unresolved-root	ἢ μόνος ἐγὼ καὶ βαρναβᾶς οὐκ ==ἔχομεν== ἐξουσίαν μὴ ἐργάζεσθαι	no ownership relationship resolved
1corintios	9	7	C1	στρατεύεται	root-or-unresolved			0		unresolved-root	τίς ==στρατεύεται==	no ownership relationship resolved
1corintios	9	7	C2	φυτεύει	root-parent			0		unresolved-root	ἰδίοις ὀψωνίοις ποτέ τίς ==φυτεύει==	no ownership relationship resolved
1corintios	9	7	C3	ἐσθίει	leaf	C2	coordinate	1	medium	suggested	ἀμπελῶνα καὶ τὸν καρπὸν αὐτοῦ οὐκ ==ἐσθίει==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	9	7	C4	ποιμαίνει	root-parent			0		unresolved-root	τίς ==ποιμαίνει==	no ownership relationship resolved
1corintios	9	7	C5	ἐσθίει	leaf	C4	coordinate	1	medium	suggested	ποίμνην καὶ ἐκ τοῦ γάλακτος τῆς ποίμνης οὐκ ==ἐσθίει==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	9	8	C1	λαλῶ	root-parent			0		unresolved-root	μὴ κατὰ ἄνθρωπον ταῦτα ==λαλῶ==	no ownership relationship resolved
1corintios	9	8	C2	λέγει	leaf	C1	coordinate	1	medium	suggested	ἢ καὶ ὁ νόμος ταῦτα οὐ ==λέγει==	context-sensitive function; keep as suggested; coordinating connector between finite clauses; source and target clauses available
1corintios	9	9	C1	γέγραπται	root-or-unresolved			0		unresolved-root	ἐν γὰρ τῷ μωϋσέως νόμῳ ==γέγραπται==	no ownership relationship resolved
1corintios	9	9	C2	κημώσεις	root-or-unresolved			0		unresolved-root	οὐ ==κημώσεις==	no ownership relationship resolved
1corintios	9	9	C3	μέλει	root-or-unresolved			0		unresolved-root	βοῦν ἀλοῶντα μὴ τῶν βοῶν ==μέλει== τῷ θεῷ	no ownership relationship resolved
1corintios	9	10	C1	λέγει	root-parent			0		unresolved-root	ἢ διʼ ἡμᾶς πάντως ==λέγει==	no ownership relationship resolved
1corintios	9	10	C2	ἐγράφη	internal-node	C1	subordinate	1	medium	suggested	διʼ ἡμᾶς γὰρ ==ἐγράφη==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	9	10	C3	ὀφείλει	leaf	C2	subordinate	2	medium	suggested	ὅτι ==ὀφείλει== ἐπʼ ἐλπίδι ὁ ἀροτριῶν ἀροτριᾶν καὶ ὁ ἀλοῶν ἐπʼ ἐλπίδι τοῦ μετέχειν	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	9	11	C1	ἐσπείραμεν	root-parent			0		unresolved-root	εἰ ἡμεῖς ὑμῖν τὰ πνευματικὰ ==ἐσπείραμεν==	no ownership relationship resolved
1corintios	9	11	C2	θερίσομεν	leaf	C1	subordinate	1	medium	suggested	μέγα εἰ ἡμεῖς ὑμῶν τὰ σαρκικὰ ==θερίσομεν==	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	9	12	C1	μετέχουσιν	root-parent			0		unresolved-root	εἰ ἄλλοι τῆς ὑμῶν ἐξουσίας ==μετέχουσιν==	no ownership relationship resolved
1corintios	9	12	C2	ἐχρησάμεθα	internal-node	C1	coordinate	1	medium	suggested	οὐ μᾶλλον ἡμεῖς ἀλλʼ οὐκ ==ἐχρησάμεθα==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	9	12	C3	στέγομεν	internal-node	C2	coordinate	2	medium	suggested	τῇ ἐξουσίᾳ ταύτῃ ἀλλὰ πάντα ==στέγομεν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	9	12	C4	δῶμεν	leaf	C3	subordinate	3	medium	suggested	ἵνα μή τινα ἐγκοπὴν ==δῶμεν== τῷ εὐαγγελίῳ τοῦ χριστοῦ	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	9	13	C1	οἴδατε	root-parent			0		unresolved-root	οὐκ ==οἴδατε==	no ownership relationship resolved
1corintios	9	13	C2	ἐσθίουσιν	leaf	C1	subordinate	1	medium	suggested	ὅτι οἱ τὰ ἱερὰ ἐργαζόμενοι τὰ ἐκ τοῦ ἱεροῦ ==ἐσθίουσιν==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	9	13	C3	συμμερίζονται	root-or-unresolved			0		unresolved-root	οἱ τῷ θυσιαστηρίῳ παρεδρεύοντες τῷ θυσιαστηρίῳ ==συμμερίζονται==	no ownership relationship resolved
1corintios	9	14	C1	διέταξεν	root-or-unresolved			0		unresolved-root	οὕτως καὶ ὁ κύριος ==διέταξεν== τοῖς τὸ εὐαγγέλιον καταγγέλλουσιν ἐκ τοῦ εὐαγγελίου ζῆν	no ownership relationship resolved
1corintios	9	15	C1	κέχρημαι	root-or-unresolved			0		unresolved-root	ἐγὼ δὲ οὐ ==κέχρημαι==	no ownership relationship resolved
1corintios	9	15	C2	ἔγραψα	root-parent			0		unresolved-root	οὐδενὶ τούτων οὐκ ==ἔγραψα==	no ownership relationship resolved
1corintios	9	15	C3	γένηται	internal-node	C2	coordinate	1	medium	suggested	δὲ ταῦτα ἵνα οὕτως ==γένηται==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	9	15	C4	κενώσει	leaf	C3	subordinate	2	medium	suggested	ἐν ἐμοί καλὸν γάρ μοι μᾶλλον ἀποθανεῖν ἤ— τὸ καύχημά μου οὐδεὶς ==κενώσει==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	9	16	C1	εὐαγγελίζωμαι	root-or-unresolved			0		unresolved-root	ἐὰν γὰρ ==εὐαγγελίζωμαι==	no ownership relationship resolved
1corintios	9	16	C2	ἔστιν	root-parent			0		unresolved-root	οὐκ ==ἔστιν==	no ownership relationship resolved
1corintios	9	16	C3	ἐπίκειται	internal-node	C2	subordinate	1	medium	suggested	μοι καύχημα ἀνάγκη γάρ μοι ==ἐπίκειται==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	9	16	C4	ἐστιν	internal-node	C3	subordinate	2	medium	suggested	οὐαὶ γάρ μοί ==ἐστιν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	9	16	C5	εὐαγγελίσωμαι	leaf	C4	subordinate	3	medium	suggested	ἐὰν μὴ ==εὐαγγελίσωμαι==	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	9	17	C1	πράσσω	root-or-unresolved			0		unresolved-root	εἰ γὰρ ἑκὼν τοῦτο ==πράσσω==	no ownership relationship resolved
1corintios	9	17	C2	ἔχω	root-parent			0		unresolved-root	μισθὸν ==ἔχω==	no ownership relationship resolved
1corintios	9	17	C3	πεπίστευμαι	leaf	C2	subordinate	1	medium	suggested	εἰ δὲ ἄκων οἰκονομίαν ==πεπίστευμαι==	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	9	18	C1	ἐστιν	root-parent			0		unresolved-root	τίς οὖν μού ==ἐστιν==	no ownership relationship resolved
1corintios	9	18	C2	θήσω	leaf	C1	subordinate	1	medium	suggested	ὁ μισθός ἵνα εὐαγγελιζόμενος ἀδάπανον ==θήσω== τὸ εὐαγγέλιον εἰς τὸ μὴ καταχρήσασθαι τῇ ἐξουσίᾳ μου ἐν τῷ εὐαγγελίῳ	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	9	19	C1	ἐδούλωσα	root-parent			0		unresolved-root	ἐλεύθερος γὰρ ὢν ἐκ πάντων πᾶσιν ἐμαυτὸν ==ἐδούλωσα==	no ownership relationship resolved
1corintios	9	19	C2	κερδήσω	leaf	C1	subordinate	1	medium	suggested	ἵνα τοὺς πλείονας ==κερδήσω==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	9	20	C1	ἐγενόμην	root-parent			0		unresolved-root	καὶ ==ἐγενόμην==	no ownership relationship resolved
1corintios	9	20	C2	κερδήσω	internal-node	C1	subordinate	1	medium	suggested	τοῖς ἰουδαίοις ὡς ἰουδαῖος ἵνα ἰουδαίους ==κερδήσω==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	9	20	C3	κερδήσω	leaf	C2	subordinate	2	medium	suggested	τοῖς ὑπὸ νόμον ὡς ὑπὸ νόμον μὴ ὢν αὐτὸς ὑπὸ νόμον ἵνα τοὺς ὑπὸ νόμον ==κερδήσω==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	9	21	C1	κερδάνω	root-or-unresolved			0		unresolved-root	τοῖς ἀνόμοις ὡς ἄνομος μὴ ὢν ἄνομος θεοῦ ἀλλʼ ἔννομος χριστοῦ ἵνα ==κερδάνω== τοὺς ἀνόμους	no ownership relationship resolved
1corintios	9	22	C1	ἐγενόμην	root-parent			0		unresolved-root	==ἐγενόμην==	no ownership relationship resolved
1corintios	9	22	C2	κερδήσω	leaf	C1	subordinate	1	medium	suggested	τοῖς ἀσθενέσιν ἀσθενής ἵνα τοὺς ἀσθενεῖς ==κερδήσω==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	9	22	C3	γέγονα	root-parent			0		unresolved-root	τοῖς πᾶσιν ==γέγονα==	no ownership relationship resolved
1corintios	9	22	C4	σώσω	leaf	C3	subordinate	1	medium	suggested	πάντα ἵνα πάντως τινὰς ==σώσω==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	9	23	C1	ποιῶ	root-parent			0		unresolved-root	πάντα δὲ ==ποιῶ==	no ownership relationship resolved
1corintios	9	23	C2	γένωμαι	leaf	C1	subordinate	1	medium	suggested	διὰ τὸ εὐαγγέλιον ἵνα συγκοινωνὸς αὐτοῦ ==γένωμαι==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	9	24	C1	οἴδατε	root-parent			0		unresolved-root	οὐκ ==οἴδατε==	no ownership relationship resolved
1corintios	9	24	C2	τρέχουσιν	internal-node	C1	subordinate	1	medium	suggested	ὅτι οἱ ἐν σταδίῳ τρέχοντες πάντες μὲν ==τρέχουσιν==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	9	24	C3	λαμβάνει	leaf	C2	coordinate	2	medium	suggested	εἷς δὲ ==λαμβάνει==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	9	24	C4	τρέχετε	root-parent			0		unresolved-root	τὸ βραβεῖον οὕτως ==τρέχετε==	no ownership relationship resolved
1corintios	9	24	C5	καταλάβητε	leaf	C4	subordinate	1	medium	suggested	ἵνα ==καταλάβητε==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	9	25	C1	ἐγκρατεύεται	root-parent			0		unresolved-root	πᾶς δὲ ὁ ἀγωνιζόμενος πάντα ==ἐγκρατεύεται==	no ownership relationship resolved
1corintios	9	25	C2	λάβωσιν	leaf	C1	coordinate	1	medium	suggested	ἐκεῖνοι μὲν οὖν ἵνα φθαρτὸν στέφανον ==λάβωσιν== ἡμεῖς δὲ ἄφθαρτον	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	9	26	C1	τρέχω	root-parent			0		unresolved-root	ἐγὼ τοίνυν οὕτως ==τρέχω==	no ownership relationship resolved
1corintios	9	26	C2	πυκτεύω	leaf	C1	subordinate	1	medium	suggested	ὡς οὐκ ἀδήλως οὕτως ==πυκτεύω== ὡς οὐκ ἀέρα δέρων	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	9	27	C1	ὑπωπιάζω	root-parent			0		unresolved-root	ἀλλὰ ==ὑπωπιάζω==	no ownership relationship resolved
1corintios	9	27	C2	δουλαγωγῶ	leaf	C1	coordinate	1	medium	suggested	μου τὸ σῶμα καὶ ==δουλαγωγῶ==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	9	27	C3	γένωμαι	root-or-unresolved			0		unresolved-root	μή πως ἄλλοις κηρύξας αὐτὸς ἀδόκιμος ==γένωμαι==	no ownership relationship resolved
1corintios	10	1	C1	θέλω	root-parent			0		unresolved-root	οὐ ==θέλω==	no ownership relationship resolved
1corintios	10	1	C2	ἦσαν	internal-node	C1	subordinate	1	medium	suggested	γὰρ ὑμᾶς ἀγνοεῖν ἀδελφοί ὅτι οἱ πατέρες ἡμῶν πάντες ὑπὸ τὴν νεφέλην ==ἦσαν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	10	1	C3	διῆλθον	leaf	C2	coordinate	2	medium	suggested	καὶ πάντες διὰ τῆς θαλάσσης ==διῆλθον==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	10	2	C1	ἐβαπτίσαντο	root-or-unresolved			0		unresolved-root	καὶ πάντες εἰς τὸν μωϋσῆν ==ἐβαπτίσαντο== ἐν τῇ νεφέλῃ καὶ ἐν τῇ θαλάσσῃ	no ownership relationship resolved
1corintios	10	3	C1	ἔφαγον	root-or-unresolved			0		unresolved-root	καὶ πάντες τὸ αὐτὸ πνευματικὸν βρῶμα ==ἔφαγον==	no ownership relationship resolved
1corintios	10	4	C1	ἔπιον	root-or-unresolved			0		unresolved-root	καὶ πάντες τὸ αὐτὸ πνευματικὸν ==ἔπιον==	no ownership relationship resolved
1corintios	10	4	C2	ἔπινον	root-parent			0		unresolved-root	πόμα ==ἔπινον==	no ownership relationship resolved
1corintios	10	4	C3	ἦν	leaf	C2	subordinate	1	medium	suggested	γὰρ ἐκ πνευματικῆς ἀκολουθούσης πέτρας ἡ πέτρα δὲ ==ἦν== ὁ χριστός	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	10	5	C1	ηὐδόκησεν	root-or-unresolved			0		unresolved-root	ἀλλʼ οὐκ ἐν τοῖς πλείοσιν αὐτῶν ==ηὐδόκησεν==	no ownership relationship resolved
1corintios	10	5	C2	κατεστρώθησαν	root-or-unresolved			0		unresolved-root	ὁ θεός ==κατεστρώθησαν== γὰρ ἐν τῇ ἐρήμῳ	no ownership relationship resolved
1corintios	10	6	C1	ἐγενήθησαν	root-parent			0		unresolved-root	ταῦτα δὲ τύποι ἡμῶν ==ἐγενήθησαν==	no ownership relationship resolved
1corintios	10	6	C2	ἐπεθύμησαν	leaf	C1	subordinate	1	medium	suggested	εἰς τὸ μὴ εἶναι ἡμᾶς ἐπιθυμητὰς κακῶν καθὼς κἀκεῖνοι ==ἐπεθύμησαν==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	10	7	C1	γίνεσθε	root-parent			0		unresolved-root	μηδὲ εἰδωλολάτραι ==γίνεσθε==	no ownership relationship resolved
1corintios	10	7	C2	γέγραπται	leaf	C1	subordinate	1	medium	suggested	καθώς τινες αὐτῶν ὥσπερ ==γέγραπται==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	10	7	C3	ἐκάθισεν	root-parent			0		unresolved-root	==ἐκάθισεν==	no ownership relationship resolved
1corintios	10	7	C4	ἀνέστησαν	leaf	C3	coordinate	1	medium	suggested	ὁ λαὸς φαγεῖν καὶ πεῖν καὶ ==ἀνέστησαν== παίζειν	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	10	8	C1	πορνεύωμεν	root-parent			0		unresolved-root	μηδὲ ==πορνεύωμεν==	no ownership relationship resolved
1corintios	10	8	C2	ἐπόρνευσαν	internal-node	C1	subordinate	1	medium	suggested	καθώς τινες αὐτῶν ==ἐπόρνευσαν==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	10	8	C3	ἔπεσαν	leaf	C2	coordinate	2	medium	suggested	καὶ ==ἔπεσαν== μιᾷ ἡμέρᾳ εἴκοσι τρεῖς χιλιάδες	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	10	9	C1	ἐκπειράζωμεν	root-parent			0		unresolved-root	μηδὲ ==ἐκπειράζωμεν==	no ownership relationship resolved
1corintios	10	9	C2	ἐπείρασαν	internal-node	C1	subordinate	1	medium	suggested	τὸν χριστόν καθώς τινες αὐτῶν ==ἐπείρασαν==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	10	9	C3	ἀπώλλυντο	leaf	C2	coordinate	2	medium	suggested	καὶ ὑπὸ τῶν ὄφεων ==ἀπώλλυντο==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	10	10	C1	γογγύζετε	root-parent			0		unresolved-root	μηδὲ ==γογγύζετε==	no ownership relationship resolved
1corintios	10	10	C2	ἐγόγγυσαν	internal-node	C1	subordinate	1	medium	suggested	καθάπερ τινὲς αὐτῶν ==ἐγόγγυσαν==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	10	10	C3	ἀπώλοντο	leaf	C2	coordinate	2	medium	suggested	καὶ ==ἀπώλοντο== ὑπὸ τοῦ ὀλοθρευτοῦ	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	10	11	C1	συνέβαινεν	root-or-unresolved			0		unresolved-root	ταῦτα δὲ τυπικῶς ==συνέβαινεν==	no ownership relationship resolved
1corintios	10	11	C2	ἐγράφη	root-parent			0		unresolved-root	ἐκείνοις ==ἐγράφη==	no ownership relationship resolved
1corintios	10	11	C3	κατήντηκεν	leaf	C2	coordinate	1	medium	suggested	δὲ πρὸς νουθεσίαν ἡμῶν εἰς οὓς τὰ τέλη τῶν αἰώνων ==κατήντηκεν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	10	12	C1	βλεπέτω	root-or-unresolved			0		unresolved-root	ὥστε ὁ δοκῶν ἑστάναι ==βλεπέτω==	no ownership relationship resolved
1corintios	10	12	C2	πέσῃ	root-or-unresolved			0		unresolved-root	μὴ ==πέσῃ==	no ownership relationship resolved
1corintios	10	13	C1	εἴληφεν	root-parent			0		unresolved-root	πειρασμὸς ὑμᾶς οὐκ ==εἴληφεν==	no ownership relationship resolved
1corintios	10	13	C2	ἐάσει	leaf	C1	subordinate	1	medium	suggested	εἰ μὴ ἀνθρώπινος πιστὸς δὲ ὁ θεός ὃς οὐκ ==ἐάσει==	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	10	13	C3	δύνασθε	root-parent			0		unresolved-root	ὑμᾶς πειρασθῆναι ὑπὲρ ὃ ==δύνασθε==	no ownership relationship resolved
1corintios	10	13	C4	ποιήσει	leaf	C3	coordinate	1	medium	suggested	ἀλλὰ ==ποιήσει== σὺν τῷ πειρασμῷ καὶ τὴν ἔκβασιν τοῦ δύνασθαι ὑπενεγκεῖν	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	10	14	C1	φεύγετε	root-or-unresolved			0		unresolved-root	διόπερ ἀγαπητοί μου ==φεύγετε== ἀπὸ τῆς εἰδωλολατρίας	no ownership relationship resolved
1corintios	10	15	C1	λέγω	root-or-unresolved			0		unresolved-root	ὡς φρονίμοις ==λέγω==	no ownership relationship resolved
1corintios	10	15	C2	κρίνατε	root-or-unresolved			0		unresolved-root	==κρίνατε==	no ownership relationship resolved
1corintios	10	15	C3	φημι	root-or-unresolved			0		unresolved-root	ὑμεῖς ὅ ==φημι==	no ownership relationship resolved
1corintios	10	16	C1	εὐλογοῦμεν	root-or-unresolved			0		unresolved-root	τὸ ποτήριον τῆς εὐλογίας ὃ ==εὐλογοῦμεν==	no ownership relationship resolved
1corintios	10	16	C2	ἐστὶν	root-or-unresolved			0		unresolved-root	οὐχὶ κοινωνία ==ἐστὶν==	no ownership relationship resolved
1corintios	10	16	C3	κλῶμεν	root-or-unresolved			0		unresolved-root	τοῦ αἵματος τοῦ χριστοῦ τὸν ἄρτον ὃν ==κλῶμεν==	no ownership relationship resolved
1corintios	10	16	C4	ἐστιν	root-or-unresolved			0		unresolved-root	οὐχὶ κοινωνία τοῦ σώματος τοῦ χριστοῦ ==ἐστιν==	no ownership relationship resolved
1corintios	10	17	C1	ἐσμεν	root-parent			0		unresolved-root	ὅτι εἷς ἄρτος ἓν σῶμα οἱ πολλοί ==ἐσμεν==	no ownership relationship resolved
1corintios	10	17	C2	μετέχομεν	leaf	C1	subordinate	1	medium	suggested	οἱ γὰρ πάντες ἐκ τοῦ ἑνὸς ἄρτου ==μετέχομεν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	10	18	C1	βλέπετε	root-or-unresolved			0		unresolved-root	==βλέπετε==	no ownership relationship resolved
1corintios	10	18	C2	εἰσίν	root-or-unresolved			0		unresolved-root	τὸν ἰσραὴλ κατὰ σάρκα οὐχ οἱ ἐσθίοντες τὰς θυσίας κοινωνοὶ τοῦ θυσιαστηρίου ==εἰσίν==	no ownership relationship resolved
1corintios	10	19	C1	φημι	root-parent			0		unresolved-root	τί οὖν ==φημι==	no ownership relationship resolved
1corintios	10	19	C2	ἐστιν	internal-node	C1	subordinate	1	medium	suggested	ὅτι εἰδωλόθυτόν τί ==ἐστιν==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	10	19	C3	ἐστιν	leaf	C2	coordinate	2	medium	suggested	ἢ ὅτι εἴδωλόν τί ==ἐστιν==	context-sensitive function; keep as suggested; coordinating connector between finite clauses; source and target clauses available
1corintios	10	20	C1	θύουσιν	root-parent			0		unresolved-root	ἀλλʼ ὅτι ἃ ==θύουσιν==	no ownership relationship resolved
1corintios	10	20	C2	θύουσιν	leaf	C1	coordinate	1	medium	suggested	δαιμονίοις καὶ οὐ θεῷ ==θύουσιν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	10	20	C3	θέλω	root-or-unresolved			0		unresolved-root	οὐ ==θέλω== δὲ ὑμᾶς κοινωνοὺς τῶν δαιμονίων γίνεσθαι	no ownership relationship resolved
1corintios	10	21	C1	δύνασθε	root-parent			0		unresolved-root	οὐ ==δύνασθε==	no ownership relationship resolved
1corintios	10	21	C2	δύνασθε	leaf	C1	coordinate	1	medium	suggested	ποτήριον κυρίου πίνειν καὶ ποτήριον δαιμονίων οὐ ==δύνασθε== τραπέζης κυρίου μετέχειν καὶ τραπέζης δαιμονίων	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	10	22	C1	παραζηλοῦμεν	root-or-unresolved			0		unresolved-root	ἢ ==παραζηλοῦμεν==	no ownership relationship resolved
1corintios	10	22	C2	ἐσμεν	root-or-unresolved			0		unresolved-root	τὸν κύριον μὴ ἰσχυρότεροι αὐτοῦ ==ἐσμεν==	no ownership relationship resolved
1corintios	10	23	C1	ἔξεστιν	root-parent			0		unresolved-root	πάντα ==ἔξεστιν==	no ownership relationship resolved
1corintios	10	23	C2	συμφέρει	leaf	C1	coordinate	1	medium	suggested	ἀλλʼ οὐ πάντα ==συμφέρει==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	10	23	C3	ἔξεστιν	root-parent			0		unresolved-root	⸁πάντα ==ἔξεστιν==	no ownership relationship resolved
1corintios	10	23	C4	οἰκοδομεῖ	leaf	C3	coordinate	1	medium	suggested	ἀλλʼ οὐ πάντα ==οἰκοδομεῖ==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	10	24	C1	ζητείτω	root-or-unresolved			0		unresolved-root	μηδεὶς τὸ ἑαυτοῦ ==ζητείτω== ἀλλὰ τὸ τοῦ ἑτέρου	no ownership relationship resolved
1corintios	10	25	C1	ἐσθίετε	root-or-unresolved			0		unresolved-root	πᾶν τὸ ἐν μακέλλῳ πωλούμενον ==ἐσθίετε== μηδὲν ἀνακρίνοντες διὰ τὴν συνείδησιν	no ownership relationship resolved
1corintios	10	27	C1	καλεῖ	root-parent			0		unresolved-root	εἴ τις ==καλεῖ==	no ownership relationship resolved
1corintios	10	27	C2	θέλετε	leaf	C1	coordinate	1	medium	suggested	ὑμᾶς τῶν ἀπίστων καὶ ==θέλετε==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	10	27	C3	ἐσθίετε	root-or-unresolved			0		unresolved-root	πορεύεσθαι πᾶν τὸ παρατιθέμενον ὑμῖν ==ἐσθίετε== μηδὲν ἀνακρίνοντες διὰ τὴν συνείδησιν	no ownership relationship resolved
1corintios	10	28	C1	εἴπῃ	root-or-unresolved			0		unresolved-root	ἐὰν δέ τις ὑμῖν ==εἴπῃ==	no ownership relationship resolved
1corintios	10	28	C2	ἐστιν	root-or-unresolved			0		unresolved-root	τοῦτο ἱερόθυτόν ==ἐστιν==	no ownership relationship resolved
1corintios	10	28	C3	ἐσθίετε	root-or-unresolved			0		unresolved-root	μὴ ==ἐσθίετε== διʼ ἐκεῖνον τὸν μηνύσαντα καὶ τὴν συνείδησιν	no ownership relationship resolved
1corintios	10	29	C1	λέγω	root-parent			0		unresolved-root	συνείδησιν δὲ ==λέγω==	no ownership relationship resolved
1corintios	10	29	C2	κρίνεται	leaf	C1	coordinate	1	medium	suggested	οὐχὶ τὴν ἑαυτοῦ ἀλλὰ τὴν τοῦ ἑτέρου ἱνατί γὰρ ἡ ἐλευθερία μου ==κρίνεται== ὑπὸ ἄλλης συνειδήσεως	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	10	30	C1	μετέχω	root-or-unresolved			0		unresolved-root	εἰ ἐγὼ χάριτι ==μετέχω==	no ownership relationship resolved
1corintios	10	30	C2	βλασφημοῦμαι	root-or-unresolved			0		unresolved-root	τί ==βλασφημοῦμαι==	no ownership relationship resolved
1corintios	10	30	C3	εὐχαριστῶ	root-or-unresolved			0		unresolved-root	ὑπὲρ οὗ ἐγὼ ==εὐχαριστῶ==	no ownership relationship resolved
1corintios	10	31	C1	ἐσθίετε	root-parent			0		unresolved-root	εἴτε οὖν ==ἐσθίετε==	no ownership relationship resolved
1corintios	10	31	C2	πίνετε	internal-node	C1	coordinate	1	medium	suggested	εἴτε ==πίνετε==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	10	31	C3	ποιεῖτε	leaf	C2	coordinate	2	medium	suggested	εἴτε τι ==ποιεῖτε==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	10	31	C4	ποιεῖτε	root-or-unresolved			0		unresolved-root	πάντα εἰς δόξαν θεοῦ ==ποιεῖτε==	no ownership relationship resolved
1corintios	10	32	C1	γίνεσθε	root-or-unresolved			0		unresolved-root	ἀπρόσκοποι καὶ ἰουδαίοις ==γίνεσθε== καὶ ἕλλησιν καὶ τῇ ἐκκλησίᾳ τοῦ θεοῦ	no ownership relationship resolved
1corintios	10	33	C1	ἀρέσκω	root-parent			0		unresolved-root	καθὼς κἀγὼ πάντα πᾶσιν ==ἀρέσκω==	no ownership relationship resolved
1corintios	10	33	C2	σωθῶσιν	leaf	C1	coordinate	1	medium	suggested	μὴ ζητῶν τὸ ἐμαυτοῦ σύμφορον ἀλλὰ τὸ τῶν πολλῶν ἵνα ==σωθῶσιν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	11	1	C1	γίνεσθε	root-or-unresolved			0		unresolved-root	μιμηταί μου ==γίνεσθε== καθὼς κἀγὼ χριστοῦ	no ownership relationship resolved
1corintios	11	2	C1	ἐπαινῶ	root-parent			0		unresolved-root	==ἐπαινῶ==	no ownership relationship resolved
